razon_social,establecimiento,localidad_id,clae2,certificadora_id,categoria_id,rubro
BODEN ALFREDO EDUARDO ,SAN AGUSTIN,14007180,1,2,1,AGRICULTURA
WELEDA S.A.,WELEDA,14007260,1,3,1,HORTICULTURA
RAFAGOS SA,LAS PALOMAS,14014010,1,4,1,AGRICULTURA
CONOSUR FOODS ARGENTINA S.A.,CONOSUR FOODS ARGENTINA S.A. 1,14014010,45,4,3,
LORENZO PERLO Y CIA SA,LORENZO PERLO Y CIA SA 1,14014010,45,4,3,
PRONUT S.R.L.,PRONUT S.R.L. 2,14014010,45,2,3,
RAFAGOS SA,RAFAGOS SA 1,14014010,45,4,3,
FRANCO BATTAN NERY,FRANCO BATTAN NERY 1,14014010,45,4,3,
OLIVARES Y VIï¿½EDOS SAN NICOLAS S.A.,OLIVARES Y VIï¿½EDOS SAN NICOLAS,14028050,1,2,1,FRUTICULTURA/HORTICULTURA
AGRO ROCA SA,LA CONSTANCIA,14035120,1,1,1,FRUTICULTURA
AGRO ROCA SA,LA ESCONDIDA,14035120,1,1,1,FRUTICULTURA
AGRO ROCA SA,LA ZAMBA,14035120,1,1,1,FRUTICULTURA
ANTIGUA SA (EX GARRIDO ROBERTO),CHACRA 145,14035120,1,1,1,FRUTICULTURA
ANTIGUA SA (EX GARRIDO ROBERTO),CHACRA 216,14035120,1,1,1,FRUTICULTURA
ANTONINO MARIA ELENA DE COSTANZI,SANTA ELENA,14035120,1,3,1,FRUTICULTURA
"BANCO, HUGO","BANCO, HUGO",14035120,1,1,1,FRUTICULTURA
"BARZI, GUILLERMO AMADEO",CHACRA 173,14035120,1,1,1,FRUTICULTURA
"BARZI, GUILLERMO AMADEO",CHACRA 186,14035120,1,1,1,FRUTICULTURA
BODEGA CHACRA S.R.L.,CHACRA 356 LOTE B DON TOMASO,14035120,1,1,1,FRUTICULTURA
BODEGA CHACRA S.R.L.,CHACRA MENDOZA,14035120,1,1,1,FRUTICULTURA
BODEGA NOEMIA DE PATAGONIA SA,BODEGA NOEMIA DE PATAGONIA SA,14035120,1,1,1,FRUTICULTURA
BODEGA NOEMIA DE PATAGONIA SA,CHACRA 357 LOTE 2B MAINQUE,14035120,1,1,1,FRUTICULTURA
BRASPATAGONIA S.R.L.,BRASPATAGONIA,14035120,1,1,1,FRUTICULTURA
CERES S.A.,ECO-CAï¿½ADON,14035120,1,1,1,FRUTICULTURA
COMPAï¿½IA DE PRODUCCION FRUTIHORTICOLA  SA,BIO CAï¿½ADON COLLETTI,14035120,1,1,1,FRUTICULTURA
COMPAï¿½IA DE PRODUCCION FRUTIHORTICOLA  SA,BUONA MELA,14035120,1,1,1,FRUTICULTURA
COMPAï¿½IA GENERAL DE FRUTAS S.A.,ELSA 1 Y 2,14035120,1,3,1,FRUTICULTURA
COMPAï¿½IA GENERAL DE FRUTAS S.A.,HILDA,14035120,1,3,1,FRUTICULTURA
COMPAï¿½IA GENERAL DE FRUTAS S.A.,LA COSTA,14035120,1,3,1,FRUTICULTURA
COMPAï¿½IA GENERAL DE FRUTAS S.A.,LOS PERALES,14035120,1,3,1,FRUTICULTURA
COMPAï¿½IA GENERAL DE FRUTAS S.A.,SECCION PRIMERA,14035120,1,3,1,FRUTICULTURA
COMPAï¿½IA GENERAL DE FRUTAS S.A.,SECCION TERCERA,14035120,1,3,1,FRUTICULTURA
COSTANZI CARLOS SILVIO,EL NONO,14035120,1,3,1,FRUTICULTURA
COSTANZI EDGARDO MARIO SILVIO,LA COSTA,14035120,1,3,1,FRUTICULTURA
"DALLA PRIA, ALBERTO Y EDUARDO S.H.",CHACRA 205,14035120,1,1,1,FRUTICULTURA
"DALLA PRIA, ALBERTO Y EDUARDO S.H.",CHACRA 216 B,14035120,1,1,1,FRUTICULTURA
"DALLA PRIA, ALBERTO Y EDUARDO S.H.",CHACRA 340,14035120,1,1,1,FRUTICULTURA
ELOSEGUI HNOS. S.A.,LA INES,14035120,1,1,1,FRUTICULTURA
ERICH JUAN  ROSAUER ,COMODATO: ZOILO S.A/ JUAN ERICH ROSAUER,14035120,1,3,1,FRUTICULTURA
ESTABLECIMIENTO SOLEDAD SA,CHACRA 363,14035120,1,1,1,FRUTICULTURA
ESTABLECIMIENTO SOLEDAD SA,CHACRA Nï¿½ 385,14035120,1,1,1,FRUTICULTURA
ESTABLECIMIENTO SOLEDAD SA,CHACRA Nï¿½ 388,14035120,1,1,1,FRUTICULTURA
FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,CHACRA 204,14035120,1,1,1,FRUTICULTURA
FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,DON PEDRO,14035120,1,1,1,FRUTICULTURA
FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,LA COSTANERA,14035120,1,1,1,FRUTICULTURA
GARCIA MARIA NELIDA,PUENTE COLORADO,14035120,1,2,1,FRUTICULTURA/HORTICULTURA
GARCIA MARIA NELIDA,EL PUENTE,14035120,1,2,1,FRUTICULTURA/HORTICULTURA
GARCIA MARIA NELIDA,LOS CIPRESES,14035120,1,2,1,FRUTICULTURA/HORTICULTURA
HURACAN FRUIT S.R.L.,CHACRA 145E,14035120,1,1,1,FRUTICULTURA
ISLAFRUT SRL,ISLAFRUT,14035120,1,1,1,FRUTICULTURA
JOSE BARRESI S.A.,CHACRA 153 BIS,14035120,1,1,1,FRUTICULTURA
JOSE BARRESI S.A.,CHACRA 154,14035120,1,1,1,FRUTICULTURA
JOSE BARRESI S.A.,CHACRA 170,14035120,1,1,1,FRUTICULTURA
LAGO VERDE SA,LAGO VERDE,14035120,1,1,1,FRUTICULTURA
LAINO HERMANOS S.A.,CHACRA 197,14035120,1,1,1,FRUTICULTURA
LAINO HERMANOS S.A.,CHACRA 231,14035120,1,1,1,FRUTICULTURA
LAINO HERMANOS S.A.,LA CASONA,14035120,1,1,1,FRUTICULTURA
LUISI ANTONIO,CHACRA Nï¿½ 258,14035120,1,1,1,FRUTICULTURA
LUISI ANTONIO,CHACRA Nï¿½ 270,14035120,1,1,1,FRUTICULTURA
"LUSTIG, SCHOLZ, MANSO Y OTROS",LA VARELA,14035120,1,1,1,FRUTICULTURA
"MARCAL PATAGONICA S.A,",CALDERON  CHINCHINALES,14035120,1,1,1,FRUTICULTURA
MORRIS GLYNDWR LEONARDO,MORRIS GLYNDWR LEONARDO,14035120,1,1,1,FRUTICULTURA
"MROZEK, MARIANA PERLA",CHACRA ISLA 48,14035120,1,1,1,FRUTICULTURA
"MUï¿½OZ, MARIA LUISA",MUï¿½OZ MARIA LUISA,14035120,1,1,1,FRUTICULTURA
"MUï¿½OZ, MIGUEL","MUï¿½OZ, MIGUEL",14035120,1,1,1,FRUTICULTURA
NATURAL S.R.L,CROACIA,14035120,1,1,1,FRUTICULTURA
NATURAL S.R.L,LA TACUARA,14035120,1,1,1,FRUTICULTURA
OTTONE EDUARDO,CHACRA Nï¿½ 255,14035120,1,1,1,FRUTICULTURA
PAISSANIDIS S.A.C.I.A.,171,14035120,1,3,1,FRUTICULTURA
PAISSANIDIS S.A.C.I.A.,155,14035120,1,3,1,FRUTICULTURA
"PARRA, ROBERTO",CHACRA 281,14035120,1,1,1,FRUTICULTURA
"PARRA, ROBERTO",CHACRA Nï¿½ 269,14035120,1,1,1,FRUTICULTURA
PEREZ MAGDALENA Y DANIEL,CHACRA 132,14035120,1,1,1,FRUTICULTURA
PEREZ MAGDALENA Y DANIEL,CHACRA 170,14035120,1,1,1,FRUTICULTURA
"RISKIN, HECTOR SERGIO",SERGIO RISKIN,14035120,1,1,1,FRUTICULTURA
"SANCHEZ, HUGO OSVALDO",CHACRA 229,14035120,1,1,1,FRUTICULTURA
"SANCHEZ, HUGO OSVALDO",LA MAGNOLIA,14035120,1,1,1,FRUTICULTURA
"SANCHEZ, PEDRO",LOS CEDROS,14035120,1,1,1,FRUTICULTURA
SCHOLZ MARIA CECILIA SCHOLZ BETTINA SH,VALLE 2,14035120,1,1,1,FRUTICULTURA
"URRUTIA, DARIO GABRIEL",6 DE OCTUBRE,14035120,1,1,1,FRUTICULTURA
"URRUTIA, DARIO GABRIEL",CHACRA 197,14035120,1,1,1,FRUTICULTURA
VILLARRAZA HORACIO,CHACRA Nï¿½ 270,14035120,1,1,1,FRUTICULTURA
VILLARRAZA HORACIO,CHACRA Nï¿½ 304,14035120,1,1,1,FRUTICULTURA
"VIZZOTTO, ALBERTO",VIZZOTTO ALBERTO,14035120,1,1,1,FRUTICULTURA
AGRO ROCA SA,AGRO ROCA SA 1,14035120,10,1,2,EMPAQUE DE FRUTAS NO CITRICAS
FRUTICULTORES UNIDOS CENTENARIO SRL,FRUTICULTORES UNIDOS CENTENARIO SRL 3,14035120,10,1,2,EMPAQUE Y FRIGORIFICO FRUTAS NO CITRICAS
PATAGONIAN FRUITS TRADE SA,PATAGONIAN FRUITS TRADE SA 6,14035120,10,1,2,EMPAQUE DE FRUTAS NO CITRICAS
PRIMERA COOPERATIVA FRUTICOLA DE GENERAL ROCA LTDA.,PRIMERA COOPERATIVA FRUTICOLA DE GENERAL ROCA LTDA. 1,14035120,10,1,2,EMPAQUE DE FRUTAS NO CITRICAS
EXPOFRUT ARGENTINA S.A.,EXPOFRUT ARGENTINA S.A. 2,14035120,45,3,3,
PRODUCTORES ARGENTINOS INTEGRADOS S.A.,PRODUCTORES ARGENTINOS INTEGRADOS S.A. 1,14035120,45,1,3,
BODEGA CHACRA S.R.L.,CHACRA 357 LOTE B,14035120,1,1,1,FRUTICULTURA
FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,CHACRA 215,14035120,1,1,1,FRUTICULTURA
"GREGORI, ROMULO LUIS",CHACRA Nï¿½ 197,14035120,1,1,1,FRUTICULTURA
JOSE BARRESI S.A.,CHACRA 198 LOTE 5,14035120,1,1,1,FRUTICULTURA
LAINO HERMANOS S.A.,CHACRA 168,14035120,1,1,1,FRUTICULTURA
LAINO HERMANOS S.A.,CHACRA 169,14035120,1,1,1,FRUTICULTURA
"MARCAL PATAGONICA S.A,",CALDERON REGINA,14035120,1,1,1,FRUTICULTURA
"PARRA, ROBERTO",EDU II,14035120,1,1,1,FRUTICULTURA
"RETAMAL FERNANDEZ, JOSE E.",LA CHILA,14035120,1,1,1,FRUTICULTURA
RIBEREï¿½A DE RIO NEGRO S.A.,LA RIBEREï¿½A (I Y II),14035120,1,1,1,FRUTICULTURA
FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I. 1,14035120,10,1,2,EMPAQUE Y FRIGORIFICO FRUTAS NO CITRICAS
MARESBA SRL,MARESBA SRL 1,14035120,10,1,2,EMPAQUE PARA FRUTA NO CITRICA
"GARCIA, JOAQUIN",GARCIA JOAQUIN,14035120,1,1,1,FRUTICULTURA
VIZZOTTO RICARDO,VIZZOTTO RICARDO,14035120,1,1,1,FRUTICULTURA
AGRO ROCA SA,AGRO ROCA SA 2,14035120,45,1,3,
PATAGONIAN FRUITS TRADE SA,PATAGONIAN FRUITS TRADE SA 5,14035120,10,1,2,FRIGORIFICOS PARA  FRUTAS
CAMPOMANI S.A.,CAMPOMANI S.A. 1,14042070,10,4,2,PROCESAMIENTO DE CEREALES Y OLEAGINOSAS.
JL SA,JL SA 1,14042140,52,4,2,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
NUTRIN SA,NUTRIN SA 1,14042140,10,4,2,PROCESAMIENTO DE MANI
PRONUT S.R.L.,PRONUT S.R.L. 1,14042140,10,2,2,PROCESAMIENTO CEREALES Y OLEAGINOSAS
JL S.A.,JL S.A. 1,14042140,45,2,3,
JL SA,JL SA 2,14042140,45,4,3,
NUTRIN SA,NUTRIN SA 2,14042140,45,4,3,
LORENZATI RUETSCH Y CIA. S.A.,LORENZATI RUETSCH Y CIA. S.A. 1,14042140,45,2,3,
"LORENZATI, RUETSCH Y CIA - LR&C SA","LORENZATI, RUETSCH Y CIA - LR&C SA 2",14042140,45,4,3,
NUTRIN S.A.,NUTRIN S.A. 2,14042140,45,2,3,
"LORENZATI, RUETSCH Y CIA - LR&C SA","LORENZATI, RUETSCH Y CIA - LR&C SA 1",14042140,52,4,2,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
NUTRIN S.A.,NUTRIN S.A. 1,14042140,10,2,2,PROCESAMIENTO CEREALES Y OLEAGINOSAS
DE ZARATE MARCOS SEBASTIAN,MARCOS DE ZARATE,14042170,1,1,1,HORTICULTURA
PRONUT SRL,LA MORA,14042170,1,4,1,AGRICULTURA
CODUTTI DANIEL HUGO,CAMPO VALUSSI - CAMPO ROSSO,14042170,1,2,1,APICULTURA
ECA S.A.,ZONA GRAL SAN MARTIN DE RECOLECCION SILVESTRE,14042170,1,2,1,FRUTICULTURA
LA VICTORIA SRL,LA MANDARINA,14042170,1,2,1,AGRICULTURA
AGUARA SA.,LAS MARAVILLAS,14042170,1,2,1,AGRICULTURA
PRONUT SRL,PRONUT SRL 1,14042170,10,4,2,PROCESAMIENTO DE MANI Y SOJA
PRONUT SRL,PRONUT SRL 2,14042170,45,4,3,
OLIVARES Y VIï¿½EDOS SAN NICOLAS S.A.,OLIVARES Y VIï¿½EDOS SAN NICOLAS S.A. 1,14049050,10,2,2,PROCESAMIENTO FRUTALES Y HORTALIZAS
HUANQUI S.A.,ALTOS VERDES,14056100,1,1,1,AGRICULTURA
POSTEL SA,LAS GAVIOTAS,14063010,1,2,1,GANADERIA
FOUNDATION RACHEL Y PAMELA SCHIELE,LAS DOS HERMANAS,14063180,1,1,1,AGRICULTURA/GANADERIA
AGRO PROFESIONAL SA,LOSITA,14105260,1,4,1,AGRICULTURA
CONOSUR FOODS ARGENTINA SRL,ROBLEDO,14105260,1,4,1,AGRICULTURA
FRANCO BATAN Y ROSA SIGISMUNDI S.H.,BIO HONEY,14105260,1,4,1,APICULTURA
SARDI JOSE LUIS,COLMENARES ELCANO,14112110,1,2,1,APICULTURA
SARDI JOSE LUIS,SARDI JOSE LUIS 1,14112110,10,2,2,PROCESAMIENTO APICOLA
ACOSTA VILMAR,"IFAI - LOTE 1, LOTE 17",14133200,1,2,1,AGRICULTURA
ALVARENGA ANTONIO JESUS,IFAI - LOTE 88,14133200,1,2,1,AGRICULTURA
ANGER JORGE/JUNIOR FABIAN,IFAI - LOTE 144,14133200,1,2,1,AGRICULTURA
ANIAYA HILARIO/ ALBERT,IFAI - LOTE 51,14133200,1,2,1,AGRICULTURA
ANIAYA HILARIO/ ANIAYA ALBERT / REIS ROBERTO,IFAI - LOTE 33/34,14133200,1,2,1,AGRICULTURA
ANIAYA HILARIO/ALBERT,IFAI - LOTE 15,14133200,1,2,1,AGRICULTURA
ANIAYA HILARIO/ALBERT,IFAI - LOTE 35,14133200,1,2,1,AGRICULTURA
ARJOL RICARDO ALFREDO / DOMINGUEZ CARLOS ALFREDO,IFAI - LOTE 3 Y 7,14133200,1,2,1,AGRICULTURA
BAEZ ANTONIO SIMEON / RODRIGUEZ TERESA / BAEZ OSCAR RAMON,IFAI - LOTE 169 B,14133200,1,2,1,AGRICULTURA
BOGLIOTI JUAN JOSE,IFAI - LOTE 1,14133200,1,2,1,AGRICULTURA
BOWALCZUK JESUS RAUL,IFAI - LOTE 11,14133200,1,2,1,AGRICULTURA
BUNNKOWSKI ELIO MARIO,IFAI - LOTE 115,14133200,1,2,1,AGRICULTURA
CARDOZO ARLINDO JESUS / CARDOZO JESUS FELIX,IFAI - LOTE 143,14133200,1,2,1,AGRICULTURA
CARDOZO JOSE LUIS,IFAI - LOTE 119 B,14133200,1,2,1,AGRICULTURA
CARDOZO RICARDO ROGELIO,IFAI - LOTE 89,14133200,1,2,1,AGRICULTURA
CARRE ANIBAL DANIEL/MACHADO MIRIAM GRACIELA,IFAI - LOTE 16,14133200,1,2,1,AGRICULTURA
CHESSANI JORGE / IASINSKI DANIELA LUCIA,IFAI - LOTE 15,14133200,1,2,1,AGRICULTURA
CHESSANI MAXIMO,IFAI - LOTE 69,14133200,1,2,1,AGRICULTURA
DA CRUZ MANUEL ROSALINO/DA CRUZ JOSE RAMON / DA CRUZ JORGE ARIEL / ROSANA ISABEL / SILVIO ORLANDO,IFAI - LOTE 90 A Y B,14133200,1,2,1,AGRICULTURA
DA ROSA CARLOS/ WALTER FERREIRA DA ROSA / DE MATTOS BENITO / DE MATTOS MARIO,IFAI - LOTE 128 A,14133200,1,2,1,AGRICULTURA
DA ROSA JOSE DANIEL/RODRIGUEZ EDELMIRA/DA ROSA ALEJANDRA,IFAI - LOTE 7,14133200,1,2,1,AGRICULTURA
DA SILVA ARI/JOSE,IFAI - LOTE 72,14133200,1,2,1,AGRICULTURA
DALINGER MARGARITA IRENE,IFAI - LOTE 3 D,14133200,1,2,1,AGRICULTURA
DE LIMA ANGEL / MARTINEZ EZEQUIEL / SEGOVIA NADIA SOLEDAD,IFAI - LOTE 18-20,14133200,1,2,1,AGRICULTURA
DE MIRANDA JUAN FRANCISCO/ DE MIRANDA JOSE FRANCISCO,IFAI - LOTE 173,14133200,1,2,1,AGRICULTURA
DE OLIVERA CARLOS ORLANDO,IFAI - LOTE 19,14133200,1,2,1,AGRICULTURA
DE OLIVERA CARLOS ORLANDO,IFAI - LOTE 11,14133200,1,2,1,AGRICULTURA
DE OLIVERA HECTOR ANDRES/ DA SEQUEIRA SULEMA MABEL,IFAI - LOTE 4,14133200,1,2,1,AGRICULTURA
DE OLIVERA HECTOR ELIAS /ADELA KARINA / RODRIGUEZ HILDA ,IFAI - LOTE 10,14133200,1,2,1,AGRICULTURA
DE OLIVERA HECTOR ELIAS /ADELA KARINA / RODRIGUEZ HILDA ,IFAI - LOTE 4,14133200,1,2,1,AGRICULTURA
DE OLIVERA HUMBERTO / ANIAYA HECTOR,IFAI - LOTE 19,14133200,1,2,1,AGRICULTURA
DE OLIVERA VICTOR PLACIDO / ACOSTA CLAUDETTE,IFAI - LOTE 11,14133200,1,2,1,AGRICULTURA
DO SANTOS JUAN RAMON / RAMON,IFAI - LOTE 43,14133200,1,2,1,AGRICULTURA
DO SANTOS UBALDO / LUCIA / LUCAS UBALDO DO SANTOS,IFAI - LOTE 150,14133200,1,2,1,AGRICULTURA
DO SANTOS UBALDO / LUCIA / LUCAS UBALDO DO SANTOS / DO SANTOS JONATHAN,IFAI - LOTE 139,14133200,1,2,1,AGRICULTURA
DORNELES JUAN CARLOS / HOFFMANN MARTINS LAUDELINO,IFAI - LOTE 4 B,14133200,1,2,1,AGRICULTURA
DURAN AMBROSIO,IFAI - LOTE 73,14133200,1,2,1,AGRICULTURA
DURAN AMBROSIO,IFAI - LOTE 12 Y 7,14133200,1,2,1,AGRICULTURA
DURAN AMBROSIO,IFAI - LOTE 44,14133200,1,2,1,AGRICULTURA
EICHEMBER EVALDO / CLARA DOCARMO FERNANDEZ,IFAI - LOTE 21,14133200,1,2,1,AGRICULTURA
ENGER LIZARDO / RIVERO GLADIS A / AYALA ESILDA ENGER,IFAI - LOTE 148,14133200,1,2,1,AGRICULTURA
ENGER LIZARDO LUIS,IFAI - LOTE 176,14133200,1,2,1,AGRICULTURA
ENGER LIZARDO LUIS,IFAI - LOTE 152,14133200,1,2,1,AGRICULTURA
ENGERS LUCINDO / ENGERS CLOVIS MARCOS,IFAI - LOTE 22,14133200,1,2,1,AGRICULTURA
ESCARVADOFSKI LIZARDO TOMAS / CERRI ORESTINA,IFAI - LOTE 39 B,14133200,1,2,1,AGRICULTURA
ESCARVADOFSKI LIZARDO TOMAS/ CERRI ORESTINA,IFAI - LOTE 1 Y 2,14133200,1,2,1,AGRICULTURA
ESPINDOLA ALCIMIRO / FLORES MARTA,IFAI - LOTE 103,14133200,1,2,1,AGRICULTURA
ESPINDOLA ALCIMIRO / FLORES MARTA,IFAI - LOTE 24 A,14133200,1,2,1,AGRICULTURA
FERNANDEZ PEREIRA JOSE / JOSE HECTOR,IFAI - LOTE 94,14133200,1,2,1,AGRICULTURA
FERREYRA BLANCA LUCY,IFAI - LOTE 179,14133200,1,2,1,AGRICULTURA
FERREYRA LIDIA/ ELIZARDO GABRIEL,IFAI - LOTE 176,14133200,1,2,1,AGRICULTURA
FERREYRA LIDIO RAMON/ ELIZARDO GABRIEL / MIRANDA ROSANA BEATRIZ / RIVERO MARIA A. YANINA,IFAI - LOTE 174,14133200,1,2,1,AGRICULTURA
FERREYRA LIDIO RAMON/ELIZARDO GABRIEL,IFAI - LOTE 150,14133200,1,2,1,AGRICULTURA
FERREYRA LORENZO / FERREYRA ABEL MEDELI,IFAI - LOTE 27,14133200,1,2,1,AGRICULTURA
FERREYRA PEDRO,IFAI - LOTE 13,14133200,1,2,1,AGRICULTURA
FISCHER ARMINDO,IFAI - LOTE 72,14133200,1,2,1,AGRICULTURA
FISHER CLAUDIO ARIEL/ TIERLING RAUL,IFAI - LOTE 8,14133200,1,2,1,AGRICULTURA
GALVAN MARIELA ANDREA,IFAI - LOTE 162-163,14133200,1,2,1,AGRICULTURA
GALVAN MARIELA ANDREA,IFAI - LOTE 4,14133200,1,2,1,AGRICULTURA
GALVAN MARIELA ANDREA,IFAI - LOTE 19,14133200,1,2,1,AGRICULTURA
GOMEZ ABEL,IFAI - LOTE 153,14133200,1,2,1,AGRICULTURA
GOMEZ CARLOS RUBEN,IFAI - LOTE 153,14133200,1,2,1,AGRICULTURA
GOMEZ HECTOR,IFAI - LOTE 94,14133200,1,2,1,AGRICULTURA
GOMEZ ROSALINO/ M. FATIMA DA SILVEIRA,IFAI - LOTE 123,14133200,1,2,1,AGRICULTURA
GONZALEZ CLAUDIA/BECKER OSCAR,IFAI - LOTE 36,14133200,1,2,1,AGRICULTURA
GONZALEZ MARINO/ GONZALEZ CORNELIO/ GONZALEZ SOLEDAD MARIELA,IFAI - LOTE 99,14133200,1,2,1,AGRICULTURA
GROSS VICTOR DANIEL,IFAI - LOTE 8F,14133200,1,2,1,AGRICULTURA
GRZVINSKI CLAUDIO / HECTOR JOSE,IFAI - LOTE 35,14133200,1,2,1,AGRICULTURA
HARTMANN MARIO / PRESTES LORENA ADRIANA / PRESTES CARLOS DAVID,IFAI - LOTE 69,14133200,1,2,1,AGRICULTURA
JAKIMZUK  PEDRO MARCOS,IFAI - LOTE 195,14133200,1,2,1,AGRICULTURA
JAKIMZUK LIDIA/ OLIVERA RUBEN,IFAI - LOTE 8,14133200,1,2,1,AGRICULTURA
KALISPRENER JORGE RUBEN / SAWISKI MIRTHA GRACIA / KALISPRENER JORGE ANDRES,IFAI - LOTE 30,14133200,1,2,1,AGRICULTURA
KAPELINSKI JOSE ESTEBAN/CRISTIAN ARIEL,IFAI - LOTE 1 B,14133200,1,2,1,AGRICULTURA
KLUGE JORGE ALFREDO,IFAI - LOTE 41,14133200,1,2,1,AGRICULTURA
KREUNING JORGE,IFAI - LOTE 96,14133200,1,2,1,AGRICULTURA
KURZNIWSKI GERARDO GERMAN,IFAI - LOTE 11,14133200,1,2,1,AGRICULTURA
LASSER TERESA/ MITTIL JUAN CARLOS  / MITTIL JUAN CARLOS (HIJO),IFAI - LOTE 5,14133200,1,2,1,AGRICULTURA
LORENZO YOLANDA /SENIO CRISTIAN SANTIAGO,IFAI - LOTE 237,14133200,1,2,1,AGRICULTURA
MACHADO MENDRANA PRADELINO / MACHADO PAULO,IFAI - LOTE 62,14133200,1,2,1,AGRICULTURA
MACHADO MIGUEL ANGEL/FERNANDO MIGUEL,IFAI - LOTE 61,14133200,1,2,1,AGRICULTURA
MACHADO MIGUEL/SOLIS ELBA BEATRIZ/MACHADO FABIANA,IFAI - LOTE 14 B,14133200,1,2,1,AGRICULTURA
MARLANDER JORGE ALFREDO / EZEQUIEL,IFAI - LOTE 7,14133200,1,2,1,AGRICULTURA
MARLANDER JORGE ALFREDO / MARLANDER EZEQUIEL/ STECIUK MATIAS,IFAI - LOTE 8,14133200,1,2,1,AGRICULTURA
MARQUEZ JUAN ANDRES,IFAI - LOTE 145,14133200,1,2,1,AGRICULTURA
MIRANDA CARLOS LEON/MIRANDA HECTOR,IFAI - LOTE 133,14133200,1,2,1,AGRICULTURA
MORAES LUCAS,IFAI - LOTE 71 Y SOBRANTE,14133200,1,2,1,AGRICULTURA
NELCI SANTIAGO / GENESINI HILDA INES,IFAI - LOTE FISCAL,14133200,1,2,1,AGRICULTURA
NEVEZ EUSEBIO,IFAI - LOTE 129,14133200,1,2,1,AGRICULTURA
NOREMBERG ROSSEMARIE HAIDEE,IFAI - LOTE 8 Y 9,14133200,1,2,1,AGRICULTURA
NUï¿½EZ JUAN AMERICO/MARIA ANGELICA,IFAI - LOTE E,14133200,1,2,1,AGRICULTURA
NUï¿½EZ JUAN BAUTISTA/ GIMENEZ ULISES,IFAI - LOTE B1,14133200,1,2,1,AGRICULTURA
NUï¿½EZ MARCELO RAMON / GARCIA MYRYAM,IFAI - LOTE K1,14133200,1,2,1,AGRICULTURA
NUï¿½EZ MARCELO RAMON /GARCIA MYRIAN,IFAI - LOTE 36,14133200,1,2,1,AGRICULTURA
OLIVEIRA JORGE / NERI / VIDALVINA PEREYRA ( EX OLIVEIRA VALDIR / JORGE OLIVEIRA / ALFREDO NERI / ALEJANDRO OLIVEIRA),IFAI - LOTE 89,14133200,1,2,1,AGRICULTURA
OLIVERA ENRIQUE/ BENITO/DE MATTOS CLAUDIA / DA SILVA NATANAEL,IFAI - LOTE 198,14133200,1,2,1,AGRICULTURA
OLIVERA RAMON HECTOR,IFAI - LOTE 43,14133200,1,2,1,AGRICULTURA
OLIVERA RAMON HECTOR / JAKIMZUK OLGA CLAUDIA,IFAI - LOTE 196,14133200,1,2,1,AGRICULTURA
OLIVERA ROSA/PALCHICOVSKI SERGIO RAMON,IFAI - LOTE 5,14133200,1,2,1,AGRICULTURA
OLIVERA ROSA/PALCHICOVSKI SERGIO RAMON,IFAI - LOTE 6,14133200,1,2,1,AGRICULTURA
OLIVERA RUBEN / JAKIMZUK LIDIA / OLIVERA CESAR,IFAI - LOTE 198,14133200,1,2,1,AGRICULTURA
OLIVERA RUBEN / JAKIMZUK LIDIA / OLIVERA CESAR,IFAI - LOTE 196,14133200,1,2,1,AGRICULTURA
PEDROZO ROBERTO,IFAI - LOTE 132,14133200,1,2,1,AGRICULTURA
PEREIRA MARIANO LIZARDO,IFAI - LOTE 143,14133200,1,2,1,AGRICULTURA
PEREIRA MARIANO LIZARDO,IFAI - LOTE 114,14133200,1,2,1,AGRICULTURA
PIEKA ANTONIO / SVIRCZ ELIAS,IFAI - LOTE 21,14133200,1,2,1,AGRICULTURA
PORTO CARLOS JAVIER,IFAI - LOTE 28 A,14133200,1,2,1,AGRICULTURA
PRICHODA TEODORO BASILIO/ JORGE RICARDO,IFAI - LOTE 10,14133200,1,2,1,AGRICULTURA
PRIETTO ANGEL GABRIEL,IFAI - LOTE 19,14133200,1,2,1,AGRICULTURA
QUEVEDO LUIS ALBERTO,IFAI - LOTE 29,14133200,1,2,1,AGRICULTURA
RIVERO GLADIS ANSELMA,IFAI - LOTE 176,14133200,1,2,1,AGRICULTURA
RODRIGUEZ JOSE CARLOS/ ELVIO MARINO ,IFAI - LOTE 17,14133200,1,2,1,AGRICULTURA
RODRIGUEZ JUAN CARLOS / PORTO FRANCISCO,IFAI - LOTE 17 OESTE,14133200,1,2,1,AGRICULTURA
RODRIGUEZ MIGUEL CEFERINO,IFAI - LOTE H,14133200,1,2,1,AGRICULTURA
RODRIGUEZ MIGUEL CEFERINO,IFAI - LOTE 82 /103,14133200,1,2,1,AGRICULTURA
RODRIGUEZ OSCAR/ RODRIGUEZ RENALSINO,IFAI - LOTE 154,14133200,1,2,1,AGRICULTURA
